title,url
"Fiction Melee Lesson ft. Chape #7 - Fox vs Falco, improving vs worse players",https://www.youtube.com/watch?v=cAll3Lqf6Fo
Fiction Melee Lesson ft. Cell #24 - Falco vs Fox,https://www.youtube.com/watch?v=RTteon7lnU0
Fiction Melee Lesson ft. Ober #2 - Falco vs Marth,https://www.youtube.com/watch?v=rCaolQaucOo
Fiction Melee Lesson ft. VMPR #2 - Marth vs Fox,https://www.youtube.com/watch?v=i_sFi5aRXJA
Fiction Melee Lesson ft. Louis #3 - Falco vs Sheik,https://www.youtube.com/watch?v=B-SJQj5dIR0
Fiction Melee Lesson ft. Nanami: Fox vs Peach,https://www.youtube.com/watch?v=TyltZH0yfcg
Fiction Melee Lesson ft. Cell #23 Falco vs Falco,https://www.youtube.com/watch?v=Jce1NUs_PI0
Fiction Melee Lesson ft. Leonis - Falco vs Fox,https://www.youtube.com/watch?v=-pYeake1kc8
Fiction Melee Lesson ft. Cell #22 - Falco vs Yoshi/Pika,https://www.youtube.com/watch?v=CniHSUo4js4
Fiction Melee Lesson ft. Third Strongest,https://www.youtube.com/watch?v=mzXmOOhDjME
Fiction Melee Lesson ft. Pad Thai - Falco vs Fox (and a little marth),https://www.youtube.com/watch?v=jjxsVbOE6cc
Fiction Melee Lesson ft. Cell #21 - Falco vs Marth,https://www.youtube.com/watch?v=7b1lm3awPug
Fiction Melee Lesson ft. Petey Walnuts,https://www.youtube.com/watch?v=HOqhTc2oIVs
Fiction Melee Lesson ft. KegstandJesus #2 - Falco vs Fox,https://www.youtube.com/watch?v=UW2z31JxR9Y
Fiction Melee Lesson ft. Joyboy - Yoshi stuff,https://www.youtube.com/watch?v=TpjI59VDmzY
Fiction Melee Lesson ft. Butterscotch - Fox vs Sheik,https://www.youtube.com/watch?v=bmWGHmXl2ck
Fiction Melee Lesson ft. drmclovens - beginner fundamentals and learning w/ falco,https://www.youtube.com/watch?v=oTiYWF8eC48
Fiction Melee Lesson ft. NOOT - Falco vs Fox,https://www.youtube.com/watch?v=DlJVwvLy3hY
Fiction Melee Lesson ft. Mootook - Falcon vs Fox,https://www.youtube.com/watch?v=XMUG16GsE_Y
Fiction Melee Lesson ft. De1taShine #3 - Fox vs Falco,https://www.youtube.com/watch?v=KOElcu33VQY
Fiction Melee Lesson ft. Life #2 - Marth vs Sheik,https://www.youtube.com/watch?v=S5bCh4Kq-2M
Fiction Melee Lesson ft. Javes #4 - Falco vs Sheik,https://www.youtube.com/watch?v=0N5yop2AjdM
Fiction Melee Lesson ft. Cell #20 - Falco vs Fox,https://www.youtube.com/watch?v=wr0q47ZjwtA
Fiction Melee Lesson ft. Dhir - Puff vs Fox/Sheik,https://www.youtube.com/watch?v=H3TrCTqWte8
Fiction Melee Lesson ft. Cell #19 - Falco vs Marth,https://www.youtube.com/watch?v=vc8a-vNjik4
Fiction Melee Lesson ft. Javes #3  Falco vs Falco/Fox,https://www.youtube.com/watch?v=DreKT2do6es
Fiction Melee Lesson ft. KegstandJesus - Falco vs Falco,https://www.youtube.com/watch?v=-hFG8SXrHsQ
Fiction Melee Lesson ft. VMPR - Marth vs Sheik,https://www.youtube.com/watch?v=TVb9cV_gNqg
Fiction Melee Lesson ft. Life - Marth vs Fox,https://www.youtube.com/watch?v=WGPA7gkxijw
Fiction Melee Lesson ft. BirdPerson #2 - Falco vs Sheik,https://www.youtube.com/watch?v=n5rgWteLzbs
Fiction Melee Lesson ft. Rubicon - Falcon vs Fox,https://www.youtube.com/watch?v=O-tfIjbUwMg
Fiction Melee Lesson ft. fidibidi - Peach vs Sheik,https://www.youtube.com/watch?v=XP1kICL8mtc
Fiction Melee Lesson ft. Cell #18 - Falco vs Fox,https://www.youtube.com/watch?v=n_JLVwWGtLI
Fiction Melee Lesson ft. Kellenheller Falco/intro lesson,https://www.youtube.com/watch?v=NC8AaPeJXpw
Fiction Melee Lesson ft. Fitzy - Fox vs Fox,https://www.youtube.com/watch?v=m8OqGpuwPMo
Fiction Melee Lesson ft. De1tashine #2 - Fox vs Falco,https://www.youtube.com/watch?v=LZZdGamDDls
Fiction Melee Lesson ft. Pad Thai - Falco vs Falco,https://www.youtube.com/watch?v=hW2LKT9OFsw
Fiction Melee Lesson ft. 3rd Strongest - Fox vs Fox,https://www.youtube.com/watch?v=1P47ffW1xYI
Fiction Melee Lesson ft. Nich - Samus vs Falco,https://www.youtube.com/watch?v=AnRSK9x9Ek8
Fiction Melee Lesson ft. Chape #6 - Fox vs Sheik,https://www.youtube.com/watch?v=2bpkdTIM4mY
Fiction Melee Lesson ft. Javes #2 - Falco vs Fox,https://www.youtube.com/watch?v=kVVA59IFQ3Q
Fiction Melee Lesson ft. Cell #16 - Falco dittos and vs Falcon,https://www.youtube.com/watch?v=9FUNv5AFSGA
Fiction Melee Lesson ft. Isles - Puff vs Fox,https://www.youtube.com/watch?v=Tr9hLGOOmVg
Fiction Melee Lesson ft. ManRay - Ganon vs Fox,https://www.youtube.com/watch?v=PtJB-uF2pbw
Fiction Melee Lesson ft. Diggles - Falco vs Fox,https://www.youtube.com/watch?v=visPVM6BRuw
Fiction Melee Lesson ft. Javes - Falco vs Falco/Fox,https://www.youtube.com/watch?v=Zk_D3PieXQI
Fiction Melee Lesson ft. Howdy - Falco vs Fox,https://www.youtube.com/watch?v=7RDGReuwARE
Fiction Melee Lesson ft. Dieg0 - Falco vs Fox,https://www.youtube.com/watch?v=vSD9H3Dcugc
Fiction Melee Lesson ft. Reesch - Falcon vs Peach/Falco,https://www.youtube.com/watch?v=ANtMT-qOL6I
Fiction Melee Lesson ft. BlazinJace - Shield Pressure/ Falco vs Yoshi,https://www.youtube.com/watch?v=AB3L_Vt2JUM
Fiction Melee Lesson ft. TylerA #3 - Falco vs Fox,https://www.youtube.com/watch?v=8hXNtUyI854
Fiction Melee Lesson ft. Lamb - Falco vs Fox,https://www.youtube.com/watch?v=FuMPcO_xiOM
Fiction Melee Lesson ft. Louis #2 - Falco vs Sheik,https://www.youtube.com/watch?v=vtDBKjOxYBA
Fiction Melee Lesson ft. Cell #15 - Falco vs Fox,https://www.youtube.com/watch?v=gFvC4BpGdqo
Fiction Melee Lesson ft. Forest (not Forrest) - Marth vs Falco,https://www.youtube.com/watch?v=cdOoW8Lh1NU
Fiction Melee Lesson ft. Hank - Fox vs Falco,https://www.youtube.com/watch?v=IqgkXVGw_7w
Fiction Melee Lesson ft. Yetis Exist - Fox vs Marth,https://www.youtube.com/watch?v=EcAwaGJGaOw
Fiction Melee Lesson ft. Lackss - Falco vs Fox,https://www.youtube.com/watch?v=GMh0NfeXHxk
Fiction Melee Lesson ft. Rubedo - Sheik vs Fox,https://www.youtube.com/watch?v=F4Erkv3ot-o
Fiction Melee Lesson ft. TheCrimsonBlur - Marth vs Falco,https://www.youtube.com/watch?v=gydDH7h_rDg
Fiction Melee Lesson ft. Zach Danger #2 - Sheik vs Marth,https://www.youtube.com/watch?v=1tkCBIbQ1UI
Fiction Melee Lesson ft. De1tashine - Fox vs Falco,https://www.youtube.com/watch?v=JPmwkqIykps
Fiction Melee Lesson ft. Chape #5 - Fox vs Falcon,https://www.youtube.com/watch?v=YSoCpXId_e8
Fiction Melee Lesson ft. Tom C #2 - Falco vs Marth,https://www.youtube.com/watch?v=-XRjyDN5kwo
Fiction Melee Lesson ft. Polish - Talking mentality and dual maining,https://www.youtube.com/watch?v=xXvHpPfdwTg
Fiction Melee Lessons ft. Cell #14 - Falco vs Falcon,https://www.youtube.com/watch?v=GzvTV6j0iPU
Fiction Melee Lesson ft. Justus - Fox vs Falco,https://www.youtube.com/watch?v=kjgUCklwn0o
Fiction Melee Lesson ft. Cell #13 - Falco vs Marth,https://www.youtube.com/watch?v=GbxyVRgi34M
Fiction Melee Lesson ft. Billz - Marth vs Fox,https://www.youtube.com/watch?v=3VkMMp5ZWF0
Fiction Melee Lesson ft. PhantomAirline - Marth vs Sheik,https://www.youtube.com/watch?v=1_KTM8IjoJY
Fiction Melee Lesson ft. Interguy8 - Falco vs Sheik,https://www.youtube.com/watch?v=KZ_rKMRzAu0
Fiction Melee Lesson ft. Smashdaddy - Fox vs Falcon,https://www.youtube.com/watch?v=ElCx57xO6ZI
Fiction Melee Lesson ft. Badboi - Falco vs Marth/Sheik,https://www.youtube.com/watch?v=SeN4ka_jxvk
Fiction Melee Lesson ft. PoppinFresh #3 - Falco vs Sheik,https://www.youtube.com/watch?v=sw1BWhAaZKc
Fiction Melee Lesson ft. Ober #3 - Falco vs Doc,https://www.youtube.com/watch?v=aPQyG2AL3dY
Fiction Melee Lesson ft. Bambi #3 - Falco vs Fox,https://www.youtube.com/watch?v=dIqt-I_YaJo
Fiction Melee Lesson ft. Ahmad #2 - Marth vs Marth,https://www.youtube.com/watch?v=lxP0EmcNAbI
Fiction Melee Lesson ft. AlyssianRei - Marth vs Marth,https://www.youtube.com/watch?v=RmUBaoCU65c
Fiction Melee Lesson ft. Mars - Falco vs Fox,https://www.youtube.com/watch?v=DGj6-jnnfsg
Fiction Melee Lesson ft. HologramBurrito - Marth vs Falco,https://www.youtube.com/watch?v=A4Z6yx0eNds
Fiction Melee Lesson ft. Tom C - Falco vs Fox,https://www.youtube.com/watch?v=fnS2oP2W0NQ
Fiction Melee Lesson ft. Flash - Falco vs Sheik,https://www.youtube.com/watch?v=v5p8yVWHhn0
Fiction Melee Lesson ft. Austin - Falco vs Marth,https://www.youtube.com/watch?v=pDXFMSKs8vI
Fiction Melee Lesson ft. Ryse - Fox vs Fox,https://www.youtube.com/watch?v=fyqP4ZAQODM
Fiction Melee Lesson ft. Bones #2 - Falco vs Puff,https://www.youtube.com/watch?v=XroKTbrgWs8
Fiction Melee Lesson ft. Igloo - Falco vs Fox fundamentals,https://www.youtube.com/watch?v=hKUE94ho6Rs
Fiction Melee Lesson ft. Goodie - Fox vs Marth,https://www.youtube.com/watch?v=4C8YtjlW7m4
Fiction Melee Lesson ft. TinderMaster3000 #2 - Fox vs Fox,https://www.youtube.com/watch?v=3rDnE9oKslc
Fiction Melee Lesson ft. TylerA #2 - Falco vs Fox,https://www.youtube.com/watch?v=Qi0aE6jVIzY
Fiction Melee Lesson ft. PeteyWalnut - Falco vs Pikachu,https://www.youtube.com/watch?v=_yxyvLZSGfg
Fiction Melee Lesson ft. Cell #12 - Falco vs Falcon,https://www.youtube.com/watch?v=QKKpQfMz-aY
Fiction Melee Lesson ft. Ambisinister #2 - Fox vs Fox,https://www.youtube.com/watch?v=ZOpkt8ywszE
Fiction Melee Lesson ft. Chape #4 - Fox vs Fox,https://www.youtube.com/watch?v=mZ0d2dawTF8
Fiction Melee Lesson ft. BobbyBigBallz #2 - Falco vs Falcon,https://www.youtube.com/watch?v=hWB1iZmQM3M
Fiction Melee Lesson ft. Frumentari #3 - Falco punish game,https://www.youtube.com/watch?v=9ww0lRsXsTg
Fiction Melee Lesson ft. KikoMePlease #2 - Falco vs Fox,https://www.youtube.com/watch?v=Dk6BTlfUg-Y
Fiction Melee Lesson ft. Slime - Talking Melee,https://www.youtube.com/watch?v=DJ0Zl488jQQ
Fiction Melee Lesson ft. Zuppy #5 - Fox vs Fox,https://www.youtube.com/watch?v=i0vfo6TfUC8
Fiction Melee Lesson ft. DeepFox - Fox vs Falco,https://www.youtube.com/watch?v=U2Tr1j6dnNE
Fiction Melee Lesson ft. TylerA - Falco vs Falco,https://www.youtube.com/watch?v=_T-3eJQnpwQ
Fiction Melee Lesson ft. Holiday - Fox vs Sheik,https://www.youtube.com/watch?v=HelBVIB58_o
Fiction Melee Lesson ft. Inky - Fox tech skill basics/drills,https://www.youtube.com/watch?v=hgVEPGyBVtI
Fiction Melee Lesson ft. Cell #11 - Falco vs Peach/Marth,https://www.youtube.com/watch?v=_TPUNBkOcOI
Fiction Melee Lesson ft. AlyJ - Falco vs Puff,https://www.youtube.com/watch?v=wH0SGnAlCkc
Fiction Melee Lesson ft. TinderMaster3000 - Fox vs Peach gameplan,https://www.youtube.com/watch?v=XOxC1uItWrs
Fiction Melee Lesson ft. Zach Danger - Fox vs Fox - full hop breakdown,https://www.youtube.com/watch?v=A6vLtOIh8qg
Fiction Melee Lesson ft. Sicko - Fox vs Fox,https://www.youtube.com/watch?v=6AeuYO5EfVo
Fiction Melee Lesson ft. Chape #3 - Fox vs Marth,https://www.youtube.com/watch?v=I1NsBQpIH6A
Fiction Melee Lesson ft. PoppinFresh #2 - Falco vs Falcon,https://www.youtube.com/watch?v=OCGnzWrDiHQ
Fiction Melee Lesson ft. Supa - Fox dittos,https://www.youtube.com/watch?v=UR9oeq9kU_g
Fiction Melee Lesson ft. Vei - Fox vs Marth,https://www.youtube.com/watch?v=pJ6nAU981ug
"Fiction Melee Lesson ft. SunOrSon #3 - Fox vs Falco, Avoiding passive play",https://www.youtube.com/watch?v=yOh3Ny3iw10
Fiction Melee Lesson ft. SunOrSon #2 - Fox vs Falco,https://www.youtube.com/watch?v=Q17A1Vz1VW4
Fiction Melee Lesson ft. Xad - Fox vs Marth/Falcon,https://www.youtube.com/watch?v=u_0u2L8eAes
Fiction Melee Lesson ft. Louis - Falco vs Marth,https://www.youtube.com/watch?v=6Wy6zkGEw1E
Fiction Melee Lesson ft. Zuppy #4 - Fox vs Falco,https://www.youtube.com/watch?v=zjssuGITHOY
Fiction Melee Lesson ft. Chape #2 - Fox vs Puff,https://www.youtube.com/watch?v=oaa5odMqf4k
Fiction Melee Lesson ft. LowercaseHero - Fox vs Various chars,https://www.youtube.com/watch?v=ZX9YP9EYGNg
Fiction Melee Lesson ft. Jakespeare - Falco vs Marth,https://www.youtube.com/watch?v=WMtymVg9rGg
Fiction Melee Lesson ft. Gorgonzola - Fox vs Falco,https://www.youtube.com/watch?v=tNqw9z7h8Lo
Fiction Melee Lesson ft. SwayLouie - Mentality/Yoshi vs Falco,https://www.youtube.com/watch?v=BKhWbv5p2gM
Fiction Melee Lesson ft. Zenzo - Falco vs Marth/Fox,https://www.youtube.com/watch?v=46d0KFZTNwU
Fiction Melee Lesson ft. Vinodh - Puff vs Fox,https://www.youtube.com/watch?v=J72TqLjt-nM
Fiction Melee Lesson ft. Mr. F - Puff vs Sheik,https://www.youtube.com/watch?v=iZLglWQrGdU
Fiction Melee Lesson ft. Posh - Falco vs Fox,https://www.youtube.com/watch?v=Aq1Wtr2YHLE
Fiction Melee Lesson ft. Cell #10 - Falco Dittos,https://www.youtube.com/watch?v=MCP-AAloPZ8
Fiction Melee Lesson ft. Zuppy #3 - Fox vs Marth,https://www.youtube.com/watch?v=X2a0XgDNByo
Fiction Melee Lesson ft. Zachh - Falco vs Fox,https://www.youtube.com/watch?v=hQT6qRbN_Uo
Fiction Melee Lesson ft. Cell #9 - Falco vs Puff,https://www.youtube.com/watch?v=BEa6rlzKnd4
Fiction Melee Lesson ft. Chape - Fox vs Peach,https://www.youtube.com/watch?v=horNPAh_op0
Fiction Melee Lesson ft. Geenareeno - Falco vs Fox,https://www.youtube.com/watch?v=KmpvJzA4X-g
Fiction Melee Lesson ft. Nage_NE - Marth vs Fox,https://www.youtube.com/watch?v=3d926l0LKvw
Fiction Melee Lesson ft. Stepdaddy #8 - Puff vs Sheik,https://www.youtube.com/watch?v=9bv1Aytgpvc
Fiction Melee Lesson ft. Raoul - Fox vs Fox,https://www.youtube.com/watch?v=7MYgonwc5BE
Fiction Melee Lesson ft. Blorp - Sheik vs Fox,https://www.youtube.com/watch?v=N02mrbUmZ_c
Fiction Melee Lesson ft. Darkrai2 - Fox vs Sheik,https://www.youtube.com/watch?v=k_ioXAwuZYE
Fiction Melee Lesson ft. Sebma - Fox vs Roy,https://www.youtube.com/watch?v=zASuWkn5iJU
Fiction Melee Lesson ft. Frumentari #2 - Falco vs Fox,https://www.youtube.com/watch?v=QP3ocGj7MS8
Fiction Melee Lesson ft. Cell #8 - Falco vs Marth,https://www.youtube.com/watch?v=IxP8IHewf2c
Fiction Melee Lesson ft. Poppinfresh - Falco vs Fox,https://www.youtube.com/watch?v=cXQ0JzCMjQ0
Fiction Melee Lesson ft. TestTubeGirl - Peach vs Fox,https://www.youtube.com/watch?v=ie6QScGF3Dw
Fiction Melee Lesson ft. Null #2 - Fox vs Marth,https://www.youtube.com/watch?v=oA5nIbjYPXk
Fiction Melee Lesson ft. Kaymarth - Falco vs Falco,https://www.youtube.com/watch?v=kMIA_fKBxiQ
Fiction Melee Lesson ft. T.Webb #4 - fox,https://www.youtube.com/watch?v=_YGReE9b3Co
Fiction Melee Lesson ft. Ahmad - Marth vs Fox,https://www.youtube.com/watch?v=ZPrBtCReJvs
Fiction Melee Lesson ft. Thunderpaste - Fox,https://www.youtube.com/watch?v=KtOPu27JjSc
Fiction Melee Lesson ft. T. Webb #3 - conversation about fox dittos,https://www.youtube.com/watch?v=7Gdz04lyUmc
Fiction Melee Lesson ft. Monty #4 - Tournament mentality,https://www.youtube.com/watch?v=L9lhtCB1XGo
Fiction Melee Lesson ft. Cell #7 - Continuing to improve as falco,https://www.youtube.com/watch?v=wBTavgvc5e8
Fiction Melee Lesson ft. Shnurb - Fox vs Samus,https://www.youtube.com/watch?v=J217DQ6ixw0
Fiction Melee Lesson ft. T. Webb #2 - Fox vs Falcon gameplan,https://www.youtube.com/watch?v=1Ymkky_gRaA
Fiction Melee Lesson ft. Dabsol - Neutral game as fox,https://www.youtube.com/watch?v=DF5BDvz47yA
Fiction Melee Lesson ft. Veronica #2 - Fox vs Peach,https://www.youtube.com/watch?v=QHjwlx1MvSQ
Fiction Melee Lesson ft. T Webb - Fox vs Sheik gameplan,https://www.youtube.com/watch?v=SVnKRj1j7QI
Fiction Melee Lesson ft. Sora #2 - Outplaying the opponent/Fox ditto,https://www.youtube.com/watch?v=Hyxr-pIJQzM
Fiction Melee Lesson ft. Ranchero4c - Fox,https://www.youtube.com/watch?v=aypGHL8f-gs
Fiction Melee Lesson ft. Tucker - Falco,https://www.youtube.com/watch?v=cNH5ZWyYFCE
Fiction Melee Lesson ft. Lil Sosa - Spacies,https://www.youtube.com/watch?v=piO0lqwYMTQ
Fiction Melee Lesson ft. Bambi #2 - Falco vs Peach,https://www.youtube.com/watch?v=wB0P8Sihuw4
"Fiction Melee Lesson ft. Cell #6 - Falco vs Fox, pressuring",https://www.youtube.com/watch?v=Hu991A0J0QI
Fiction Melee Lesson ft. Buffalo - Falco vs spacies,https://www.youtube.com/watch?v=u116WzQHTbc
Fiction Melee Lesson ft. Deep Cuts - Falco/general advice,https://www.youtube.com/watch?v=9JI_EdiiG0c
Fiction Melee Lesson ft. SamusOwn #2 - Falco vs Fox,https://www.youtube.com/watch?v=_tpXZAm6tis
Fiction Melee Lesson ft. Monty #3 - Fox vs Falco,https://www.youtube.com/watch?v=KOFUpX9DeCA
Fiction Melee Lesson ft. Pilot - Fox,https://www.youtube.com/watch?v=Y6Ix38sp-Dw
Fiction Melee Lesson ft. BirdPerson - Falco vs Peach,https://www.youtube.com/watch?v=JNCTgX1Z6cI
Fiction Melee Lesson ft. Noro #2 - Fox v Falco,https://www.youtube.com/watch?v=Ie_lZdNJYIM
"Fiction Melee Lesson ft. Wombat #2 - A discussion on improvement, falco dittos",https://www.youtube.com/watch?v=VRXrTYLVrNc
Fiction Melee Lesson ft. Melo - fox dittos,https://www.youtube.com/watch?v=rsPp9zc50cY
Fiction Melee Lesson ft. Cell #5 - Falco dittos,https://www.youtube.com/watch?v=pHUVV3Q3-zg
Fiction Melee Lesson ft. Tomz #6 - Fox dittos,https://www.youtube.com/watch?v=rje39ZomjAA
Fiction Melee Lesson ft. Zuppy #2 - Fox vs Sheik,https://www.youtube.com/watch?v=bjASjL4Xq94
Fiction Melee Lesson ft. King - Fox vs Sheik,https://www.youtube.com/watch?v=yw3flDP2C-4
Fiction Melee Lesson ft.  SwaggerBee #3 - Peach ditto,https://www.youtube.com/watch?v=8wVeo78YVY0
Fiction Melee Lesson ft. Chill #3 - Falco vs Luigi,https://www.youtube.com/watch?v=W05ruPzIt74
Fiction Melee Lesson ft. Zapwad - Fox ditto,https://www.youtube.com/watch?v=iNIvcECOWlI
Fiction Melee Lesson ft. SamusOwn - Falco vs Fox,https://www.youtube.com/watch?v=GKcJtb-dSOo
Fiction Melee Lesson ft. Frumentari - Analysis and calculation,https://www.youtube.com/watch?v=B9nHAfE_7bg
Fiction Melee Lesson ft. Catii - Falco vs Samus - Notes on neutral game,https://www.youtube.com/watch?v=F3YVtZfd9VY
Fiction Melee Lesson ft. Chill #2 - Falco vs MewTwo - Falco vs wavedash characters,https://www.youtube.com/watch?v=p-kQBx2edNE
Fiction Melee Lesson ft. Veronica - Fox vs Ice Climbers - Steps after learning shine gimps,https://www.youtube.com/watch?v=1oLZYnclmZo
Fiction Melee Lesson ft. Piti - Fox vs Falco,https://www.youtube.com/watch?v=ZYS2JnLBQo8
Fiction Melee Lesson ft. Suppy - Falco vs Marth,https://www.youtube.com/watch?v=mi8KbI5UKx0
Fiction Melee Lesson ft. Chill #1 - Falco's dash forward,https://www.youtube.com/watch?v=wzI5wG9_w7A
Fiction Melee Lesson ft. Noro - Fox vs Falcon overview,https://www.youtube.com/watch?v=7jxg4UNQLro
Fiction Melee Lesson ft. Jello - Falco vs Fox,https://www.youtube.com/watch?v=a-ymcGIhvaU
Fiction Melee Lesson ft. Cell #4 - Falco vs Fox - neutral game structure,https://www.youtube.com/watch?v=p_0zKH7pGhs
Fiction Melee Lesson ft. SwaggerBee #2- Peach vs Falco,https://www.youtube.com/watch?v=_AfRa2MKjY4
Fiction Melee Lesson ft. Cuno - Marth vs Marth - information gathering,https://www.youtube.com/watch?v=sVVI3VRXGoo
Fiction Melee Lesson ft. Tomz #5 - Fox v Falco,https://www.youtube.com/watch?v=DbBCtWHtTfg
Fiction Melee Lesson ft. DMT - Fox vs Samus - matchup overview,https://www.youtube.com/watch?v=9kcuofZq1qs
Fiction Melee Lesson ft. KikoMePlease - Falco vs Fox - Going for high reward options,https://www.youtube.com/watch?v=PZncmnSKFJM
Fiction Melee Lesson ft. DarkGenex - Fox vs Falco - Move choice and maintaining tension,https://www.youtube.com/watch?v=Mmy9UAfb2iU
Fiction Melee Lesson ft. Bambi - Falco vs Fox,https://www.youtube.com/watch?v=Uc93XObe8kM
Fiction Melee Lesson ft. Ambisinister - Fox vs Falco - Declaring intent,https://www.youtube.com/watch?v=NWodNp4m2ss
Fiction Melee Lesson ft. StepDaddy #7 - Puff vs Puff,https://www.youtube.com/watch?v=I_M4j0wyl50
Fiction Melee Lesson ft. Leo #2 - Marth vs Fox,https://www.youtube.com/watch?v=wIGOmz9rRgk
Fiction Melee Lesson ft. TylerSwift - Fox vs Peach,https://www.youtube.com/watch?v=IepeoQbRar4
Fiction Melee Lesson ft. MidnightBlue - Falcon vs Falco,https://www.youtube.com/watch?v=BfLAcO4vpc8
Fiction Melee Lesson ft. William23 - Sheik vs Fox,https://www.youtube.com/watch?v=C9AuWn_ya_k
Fiction Melee Lesson ft. Tomz #4 - Fox vs Fox - playing for correct openings,https://www.youtube.com/watch?v=2sQq1m1yrVo
Fiction Melee Lesson ft. Erik - Fox vs Sheik - Move choice/sticking to a gameplan,https://www.youtube.com/watch?v=TpYCwF2kVUI
Fiction Melee Lesson ft. Carreno - Falco vs Marth,https://www.youtube.com/watch?v=tqdCRnQsnno
Fiction Melee Lesson ft. StepDaddy #5 - Puff vs Falco,https://www.youtube.com/watch?v=VZCQRTmy1kY
Fiction Melee Lesson ft. SwaggerBee - Peach vs Marth,https://www.youtube.com/watch?v=-o7wUZBcJAg
Fiction Melee Lesson ft. Zuppy - Fox vs Ice Climbers,https://www.youtube.com/watch?v=l--P6hKV5SU
Fiction Melee Lesson ft. StepDaddy #6 - Puff vs Falcon,https://www.youtube.com/watch?v=d6NGP7hxc-E
Fiction Melee Lesson ft. Dreg - Falco Dittos - baiting and solid play,https://www.youtube.com/watch?v=wxHjU23NV5w
Fiction Melee Lesson ft. 2Saint - Puff vs Falco - Risk/reward and optimal mixups,https://www.youtube.com/watch?v=aAUd4Zv6E7I
Fiction Melee Lesson ft. Pem - Fox Ditto - Neutral game and movement,https://www.youtube.com/watch?v=xkma3ILjxe8
